host,_time,CPU_95th_Perc
020ie1gva9.example.com,14:00,4.088666666666667
0a1a9r17f6.example.com,14:00,1.1525
0ot491ub6o.example.com,14:00,0.815625
0tjy50o2hn.example.com,14:00,2.316
11913b5lh4.example.com,14:00,2.03
17s00f3p1p.example.com,14:00,0.5872340425531916
180ot7qkoc.example.com,14:00,0.4528571428571428
1cyu1x57x7.example.com,14:00,0.3944444444444444
1e37wa805w.example.com,14:00,0.2799999999999999
1kzpunn1iw.example.com,14:00,16.870256410256413
21553426o4.example.com,14:00,0.0692
26n7558qem.example.com,14:00,0.61
296bk78m3s.example.com,14:00,0.701111111111111
2m09289h13.example.com,14:00,5.129166666666667
2tt7bdzt93.example.com,14:00,0.4546428571428572
34gu602cml.example.com,14:00,0.4535714285714285
384p7s4pgj.example.com,14:00,0.6325806451612903
3gca88v992.example.com,14:00,1.1457142857142857
3r944jyjcy.example.com,14:00,0.2965625
3z7k2m99hy.example.com,14:00,0.7080952380952381
42nyi92dps.example.com,14:00,0.1349999999999999
430nca3g58.example.com,14:00,2.2480851063829785
45x6ba5r58.example.com,14:00,2.595135135135135
491170l4j9.example.com,14:00,0.8173846153846154
4e7fi07563.example.com,14:00,0.7966666666666667
4p9xf6q09j.example.com,14:00,4.219714285714286
544i565h38.example.com,14:00,0.5984615384615385
54u39f46w4.example.com,14:00,1.623529411764706
56x0n7pu1o.example.com,14:00,0.5286666666666666
5azmx09198.example.com,14:00,1.6997435897435895
5j4leg39i6.example.com,14:00,0.7153125
5qt5vq4lhk.example.com,14:00,2.8316666666666666
60akv51096.example.com,14:00,1.9206349206349207
62xmdp9avb.example.com,14:00,0.91
64ph48xgi4.example.com,14:00,0.2815
6627ch84u1.example.com,14:00,0.9090625
6649n13ytp.example.com,14:00,0.6552380952380952
6791f1cdq2.example.com,14:00,0.7259523809523809
67ets55ob3.example.com,14:00,1.35
686573048k.example.com,14:00,1.28375
68wa53c1nt.example.com,14:00,0.6054285714285714
6k2bmnydm5.example.com,14:00,0.8312121212121212
6wz6ovdd53.example.com,14:00,0.3622222222222222
706683w064.example.com,14:00,9.006046511627908
74582f16q2.example.com,14:00,0.207741935483871
75344p5z10.example.com,14:00,0.960625
7s8k0s638r.example.com,14:00,0.2882352941176471
7u3l8hftr3.example.com,14:00,0.367
81g4g1hv0z.example.com,14:00,1.303695652173913
87c5erai8d.example.com,14:00,2.0072727272727278
8k83n86v9q.example.com,14:00,0.9922222222222222
8tu3qbcsg8.example.com,14:00,1.0811111111111111
8vs4mo3oua.example.com,14:00,0.3356862745098039
91fvy62m26.example.com,14:00,0.6202564102564103
95mtvvas0b.example.com,14:00,0.7922222222222223
97ekboq789.example.com,14:00,0.2678125
9p27d1k01y.example.com,14:00,0.4317391304347825
ai4xs9tt54.example.com,14:00,4.5717647058823525
b133p3azhn.example.com,14:00,0.4954545454545455
b2g1e47781.example.com,14:00,5.312181818181818
b6n8l12yn3.example.com,14:00,0.77875
c2vc4969gj.example.com,14:00,3.6819148936170216
cet5m29f20.example.com,14:00,0.5555
cqr4r79v1g.example.com,14:00,2.4105714285714286
cv9v06q70z.example.com,14:00,0.3745833333333333
cznin5g469.example.com,14:00,1.6321621621621625
d84433utw1.example.com,14:00,1.11375
de9xl9d7v2.example.com,14:00,1.5275
dqa331kq4u.example.com,14:00,24.50176470588235
e21p71ti2b.example.com,14:00,3.341176470588235
e4nbk2okh9.example.com,14:00,0.6854545454545454
elc4h9i1vz.example.com,14:00,2.038085106382979
f8660cg9dt.example.com,14:00,3.2483783783783786
f9331yazk8.example.com,14:00,1.309047619047619
fta8e2owy2.example.com,14:00,0.6715
g53077658c.example.com,14:00,5.750526315789474
gogt8eg5le.example.com,14:00,13.242
h8821wfs83.example.com,14:00,0.2133333333333333
h9ik2l30n6.example.com,14:00,0.455
i49jdd7463.example.com,14:00,1.3975
i4z2k5s585.example.com,14:00,0.4076923076923077
i51e161h13.example.com,14:00,2.30625
i563eh17wa.example.com,14:00,0.0747826086956521
j46j4n1xml.example.com,14:00,0.7536956521739131
j4oags8u5r.example.com,14:00,2.80875
j95cqyz6g4.example.com,14:00,0.4122222222222222
jg630tu182.example.com,14:00,0.6409090909090909
jh119dap00.example.com,14:00,0.655
jj26zaw9bo.example.com,14:00,1.8808695652173912
kp27n9w921.example.com,14:00,4.661935483870968
l13694ox2s.example.com,14:00,0.535
lu7keu15en.example.com,14:00,0.4089285714285714
lw6mq37163.example.com,14:00,0.0423809523809523
lxkb5ebz3w.example.com,14:00,0.4627272727272727
m69r5o347z.example.com,14:00,0.8188888888888889
n1zr00bg71.example.com,14:00,0.4528571428571428
np0255gv00.example.com,14:00,0.9497058823529412
np9r7i9lhy.example.com,14:00,0.5405882352941176
o8i2ra74nx.example.com,14:00,0.33875
