host,_time,CPU_95th_Perc
0ot491ub6o.example.com,15:00,0.7135
180ot7qkoc.example.com,15:00,3.824117647058824
1e37wa805w.example.com,15:00,0.48125
1kzpunn1iw.example.com,15:00,6.5840000000000005
21553426o4.example.com,15:00,0.0717647058823529
26n7558qem.example.com,15:00,1.1489583333333333
2tt7bdzt93.example.com,15:00,1.9060526315789472
45x6ba5r58.example.com,15:00,8.572666666666667
491170l4j9.example.com,15:00,0.6878688524590164
4p9xf6q09j.example.com,15:00,4.406857142857144
5j4leg39i6.example.com,15:00,0.928
60akv51096.example.com,15:00,0.8075438596491228
6627ch84u1.example.com,15:00,0.7962295081967213
68wa53c1nt.example.com,15:00,0.8902631578947368
6wz6ovdd53.example.com,15:00,0.8878571428571428
706683w064.example.com,15:00,0.5076086956521739
75344p5z10.example.com,15:00,6.69095238095238
7s8k0s638r.example.com,15:00,0.0606666666666666
81g4g1hv0z.example.com,15:00,0.502
87c5erai8d.example.com,15:00,0.6304444444444445
8tu3qbcsg8.example.com,15:00,0.0823076923076923
91fvy62m26.example.com,15:00,0.5608695652173913
95mtvvas0b.example.com,15:00,1.0015
9p27d1k01y.example.com,15:00,0.4286111111111111
ai4xs9tt54.example.com,15:00,4.120434782608696
b2g1e47781.example.com,15:00,0.499672131147541
d84433utw1.example.com,15:00,0.5649180327868852
de9xl9d7v2.example.com,15:00,0.4727027027027026
dqa331kq4u.example.com,15:00,3.3458823529411763
elc4h9i1vz.example.com,15:00,11.616274509803922
f8660cg9dt.example.com,15:00,0.5381395348837209
f9331yazk8.example.com,15:00,1.9941666666666664
g53077658c.example.com,15:00,0.5870588235294117
i563eh17wa.example.com,15:00,0.1742857142857143
j46j4n1xml.example.com,15:00,0.8
jj26zaw9bo.example.com,15:00,0.8049999999999999
kp27n9w921.example.com,15:00,0.2533333333333333
lw6mq37163.example.com,15:00,0.0328571428571428
lxkb5ebz3w.example.com,15:00,0.2918181818181818
n1zr00bg71.example.com,15:00,5.083636363636364
o9q2fe230w.example.com,15:00,0.6490163934426229
obc27l4ab7.example.com,15:00,0.3513333333333334
p3jw069lt3.example.com,15:00,1.0414035087719298
pb19q598sp.example.com,15:00,2.8251282051282054
t23kn15n9k.example.com,15:00,0.5423809523809524
uzn0t6y9fi.example.com,15:00,0.6976666666666667
v8c0180616.example.com,15:00,1.6355555555555554
y83a5q45dh.example.com,15:00,1.7633333333333332
zlc9q3dcp7.example.com,15:00,1.4514754098360656
