host,_time,CPU_95th_Perc
0ot491ub6o.example.com,10:00,0.7097674418604651
180ot7qkoc.example.com,10:00,0.105
1e37wa805w.example.com,10:00,0.5876470588235294
1kzpunn1iw.example.com,10:00,6.633157894736843
21553426o4.example.com,10:00,0.0677777777777777
26n7558qem.example.com,10:00,1.0684848484848484
2tt7bdzt93.example.com,10:00,0.3892
45x6ba5r58.example.com,10:00,3.348275862068965
491170l4j9.example.com,10:00,0.7416279069767442
4p9xf6q09j.example.com,10:00,0.047
5j4leg39i6.example.com,10:00,0.96
60akv51096.example.com,10:00,1.035952380952381
6627ch84u1.example.com,10:00,0.8223255813953488
6649n13ytp.example.com,10:00,1.4753846153846153
686573048k.example.com,10:00,3.1841666666666666
68wa53c1nt.example.com,10:00,0.1983333333333333
6wz6ovdd53.example.com,10:00,0.9528571428571428
706683w064.example.com,10:00,3.133333333333333
75344p5z10.example.com,10:00,6.0744444444444445
7s8k0s638r.example.com,10:00,0.3341666666666666
81g4g1hv0z.example.com,10:00,0.84
87c5erai8d.example.com,10:00,0.6251428571428571
91fvy62m26.example.com,10:00,0.5991891891891893
95mtvvas0b.example.com,10:00,0.8461111111111111
97ekboq789.example.com,10:00,10.807
9p27d1k01y.example.com,10:00,0.3523333333333333
ai4xs9tt54.example.com,10:00,1.8821621621621625
b2g1e47781.example.com,10:00,0.643
d84433utw1.example.com,10:00,0.4075
de9xl9d7v2.example.com,10:00,2.400689655172414
dqa331kq4u.example.com,10:00,0.7025
e21p71ti2b.example.com,10:00,0.58625
elc4h9i1vz.example.com,10:00,6.3546875
f8660cg9dt.example.com,10:00,1.842608695652174
f9331yazk8.example.com,10:00,4.222325581395349
g53077658c.example.com,10:00,0.549
h8821wfs83.example.com,10:00,0.2546153846153846
i563eh17wa.example.com,10:00,0.0695652173913043
j46j4n1xml.example.com,10:00,2.77
jj26zaw9bo.example.com,10:00,3.3935000000000004
kp27n9w921.example.com,10:00,0.23375
lw6mq37163.example.com,10:00,0.0666666666666666
lxkb5ebz3w.example.com,10:00,0.3133333333333333
n1zr00bg71.example.com,10:00,0.3842857142857143
o9q2fe230w.example.com,10:00,0.6416279069767442
obc27l4ab7.example.com,10:00,0.3665
p3jw069lt3.example.com,10:00,2.849285714285714
pb19q598sp.example.com,10:00,3.1870000000000003
t23kn15n9k.example.com,10:00,0.4566666666666667
uzn0t6y9fi.example.com,10:00,0.7177272727272727
v8c0180616.example.com,10:00,0.4943243243243243
y83a5q45dh.example.com,10:00,0.4825714285714286
zlc9q3dcp7.example.com,10:00,18.235227272727272
