host,_time,CPU_95th_Perc
0ot491ub6o.example.com,12:00,0.7163492063492064
180ot7qkoc.example.com,12:00,0.5933333333333334
1e37wa805w.example.com,12:00,1.6176
1kzpunn1iw.example.com,12:00,8.66
21553426o4.example.com,12:00,0.08625
26n7558qem.example.com,12:00,1.5133333333333334
2tt7bdzt93.example.com,12:00,1.2897727272727273
384p7s4pgj.example.com,12:00,0.28
3r944jyjcy.example.com,12:00,0.1166666666666666
42nyi92dps.example.com,12:00,0.16
45x6ba5r58.example.com,12:00,3.4326415094339624
491170l4j9.example.com,12:00,0.77546875
4p9xf6q09j.example.com,12:00,0.3225
4q92v6y4v4.example.com,12:00,0.2233333333333333
544i565h38.example.com,12:00,1.4265384615384618
56x0n7pu1o.example.com,12:00,0.57
5azmx09198.example.com,12:00,0.275
5j4leg39i6.example.com,12:00,2.8453125
5qt5vq4lhk.example.com,12:00,0.7845454545454547
60akv51096.example.com,12:00,2.4701612903225807
60z896ru8v.example.com,12:00,0.19
64ph48xgi4.example.com,12:00,0.75
6627ch84u1.example.com,12:00,0.84453125
67ets55ob3.example.com,12:00,0.99
686573048k.example.com,12:00,0.8809090909090909
68wa53c1nt.example.com,12:00,0.2932142857142857
6k2bmnydm5.example.com,12:00,0.5333333333333333
6wz6ovdd53.example.com,12:00,3.735909090909091
706683w064.example.com,12:00,1.0323529411764705
7273jkfx4z.example.com,12:00,3.11
74582f16q2.example.com,12:00,0.125
75344p5z10.example.com,12:00,1.4978571428571428
7k0j6rx783.example.com,12:00,0.3633333333333333
7s8k0s638r.example.com,12:00,0.0585714285714285
81g4g1hv0z.example.com,12:00,0.956875
87c5erai8d.example.com,12:00,2.6245762711864407
8tu3qbcsg8.example.com,12:00,0.1188888888888888
8vs4mo3oua.example.com,12:00,8.513333333333334
91fvy62m26.example.com,12:00,0.8777358490566038
95mtvvas0b.example.com,12:00,0.8209375
97ekboq789.example.com,12:00,1.6899999999999995
9p27d1k01y.example.com,12:00,0.5218421052631579
ai4xs9tt54.example.com,12:00,0.2848648648648648
b2g1e47781.example.com,12:00,0.3626086956521739
c2vc4969gj.example.com,12:00,3.139090909090909
cet5m29f20.example.com,12:00,0.973181818181818
cqr4r79v1g.example.com,12:00,5.315
cznin5g469.example.com,12:00,0.3057142857142857
d84433utw1.example.com,12:00,0.5027692307692307
de9xl9d7v2.example.com,12:00,0.4469565217391304
dqa331kq4u.example.com,12:00,2.052142857142857
e4nbk2okh9.example.com,12:00,0.285
e9c0p498v1.example.com,12:00,1.1866666666666668
elc4h9i1vz.example.com,12:00,3.5396666666666667
f8660cg9dt.example.com,12:00,0.3997777777777778
f9331yazk8.example.com,12:00,1.3378125
fta8e2owy2.example.com,12:00,0.535
g53077658c.example.com,12:00,1.006
gogt8eg5le.example.com,12:00,1.24
h8821wfs83.example.com,12:00,0.5116666666666667
i49jdd7463.example.com,12:00,1.3088235294117647
i4z2k5s585.example.com,12:00,0.4891666666666667
i563eh17wa.example.com,12:00,0.07
j46j4n1xml.example.com,12:00,1.043076923076923
j4oags8u5r.example.com,12:00,0.5066666666666667
jj26zaw9bo.example.com,12:00,0.6316071428571428
kp27n9w921.example.com,12:00,0.7378571428571429
lu7keu15en.example.com,12:00,0.8566666666666666
lw6mq37163.example.com,12:00,0.0729166666666666
lxkb5ebz3w.example.com,12:00,0.4171428571428571
n1zr00bg71.example.com,12:00,0.4076923076923077
np9r7i9lhy.example.com,12:00,0.26
o9q2fe230w.example.com,12:00,0.7131746031746031
obc27l4ab7.example.com,12:00,0.4826086956521739
p3jw069lt3.example.com,12:00,1.6298461538461535
pb19q598sp.example.com,12:00,2.6548275862068964
sbf1g4j78k.example.com,12:00,4.533
t23kn15n9k.example.com,12:00,0.6945454545454546
uzn0t6y9fi.example.com,12:00,0.70171875
v5uaeng3kp.example.com,12:00,0.755
v8c0180616.example.com,12:00,2.4228070175438594
wge551iw52.example.com,12:00,0.5833333333333334
y53b7oyu60.example.com,12:00,1.195
y83a5q45dh.example.com,12:00,5.173035714285715
zlc9q3dcp7.example.com,12:00,10.1040625
