host,_time,CPU_95th_Perc
0ot491ub6o.example.com,11:00,0.730625
153lt8728s.example.com,11:00,25.99734375
180ot7qkoc.example.com,11:00,0.4588235294117647
1e37wa805w.example.com,11:00,0.31125
1kzpunn1iw.example.com,11:00,8.740222222222222
21553426o4.example.com,11:00,0.2070833333333333
26n7558qem.example.com,11:00,0.9320833333333332
296bk78m3s.example.com,11:00,1.98
2tt7bdzt93.example.com,11:00,1.5193617021276595
384p7s4pgj.example.com,11:00,0.7100000000000001
3r944jyjcy.example.com,11:00,0.32
42nyi92dps.example.com,11:00,0.06
45x6ba5r58.example.com,11:00,2.80530612244898
491170l4j9.example.com,11:00,0.743015873015873
4p9xf6q09j.example.com,11:00,0.1192857142857142
4q92v6y4v4.example.com,11:00,0.745
544i565h38.example.com,11:00,0.4114893617021276
56x0n7pu1o.example.com,11:00,1.709
5azmx09198.example.com,11:00,5.611
5j4leg39i6.example.com,11:00,6.940625
5qt5vq4lhk.example.com,11:00,4.33
60akv51096.example.com,11:00,1.4777966101694917
60z896ru8v.example.com,11:00,0.5
64ph48xgi4.example.com,11:00,0.4333333333333333
6627ch84u1.example.com,11:00,0.7373015873015873
67ets55ob3.example.com,11:00,5.34
686573048k.example.com,11:00,21.93
68wa53c1nt.example.com,11:00,1.4516129032258065
6k2bmnydm5.example.com,11:00,0.4391666666666667
6wz6ovdd53.example.com,11:00,0.5405263157894736
706683w064.example.com,11:00,0.4833333333333333
7273jkfx4z.example.com,11:00,0.5
74582f16q2.example.com,11:00,0.01
75344p5z10.example.com,11:00,0.443076923076923
7k0j6rx783.example.com,11:00,0.745
7s8k0s638r.example.com,11:00,0.06
81g4g1hv0z.example.com,11:00,0.8533333333333334
87c5erai8d.example.com,11:00,0.8508928571428571
8tu3qbcsg8.example.com,11:00,0.185
8vs4mo3oua.example.com,11:00,0.1722222222222222
91fvy62m26.example.com,11:00,0.9120754716981132
95mtvvas0b.example.com,11:00,2.7157692307692307
97ekboq789.example.com,11:00,0.3014285714285714
9p27d1k01y.example.com,11:00,0.2183783783783783
ai4xs9tt54.example.com,11:00,1.8709756097560977
b2g1e47781.example.com,11:00,0.4679999999999999
c2vc4969gj.example.com,11:00,7.37
cet5m29f20.example.com,11:00,0.725
cqr4r79v1g.example.com,11:00,4.88
cznin5g469.example.com,11:00,2.53
d84433utw1.example.com,11:00,2.1369841269841268
de9xl9d7v2.example.com,11:00,0.6421739130434783
dqa331kq4u.example.com,11:00,1.192
e4nbk2okh9.example.com,11:00,0.53
e9c0p498v1.example.com,11:00,17.765
elc4h9i1vz.example.com,11:00,3.6334545454545455
f8660cg9dt.example.com,11:00,1.5588636363636363
f9331yazk8.example.com,11:00,1.380983606557377
fta8e2owy2.example.com,11:00,0.75
g53077658c.example.com,11:00,0.6552
gogt8eg5le.example.com,11:00,0.825
h8821wfs83.example.com,11:00,0.2942105263157895
h9ik2l30n6.example.com,11:00,0.3522222222222222
i49jdd7463.example.com,11:00,1.69
i4z2k5s585.example.com,11:00,0.422
i563eh17wa.example.com,11:00,0.0564999999999999
j46j4n1xml.example.com,11:00,1.1
j4oags8u5r.example.com,11:00,0.714
jg630tu182.example.com,11:00,9.151
jj26zaw9bo.example.com,11:00,1.2777586206896552
kp27n9w921.example.com,11:00,0.3376923076923077
lu7keu15en.example.com,11:00,0.4318181818181818
lw6mq37163.example.com,11:00,0.06
lxkb5ebz3w.example.com,11:00,3.75
n1zr00bg71.example.com,11:00,2.0606896551724136
np9r7i9lhy.example.com,11:00,0.47125
o9q2fe230w.example.com,11:00,0.75109375
obc27l4ab7.example.com,11:00,0.7243999999999999
p3jw069lt3.example.com,11:00,2.294193548387097
pb19q598sp.example.com,11:00,2.487
t23kn15n9k.example.com,11:00,0.513448275862069
uzn0t6y9fi.example.com,11:00,0.64546875
v5uaeng3kp.example.com,11:00,0.682
v8c0180616.example.com,11:00,0.8578181818181818
y83a5q45dh.example.com,11:00,8.889807692307691
zlc9q3dcp7.example.com,11:00,18.41523809523809
