host,_time,CPU_95th_Perc
0a1a9r17f6.example.com,13:00,1.50875
0ot491ub6o.example.com,13:00,0.7955555555555555
0tjy50o2hn.example.com,13:00,3.1004761904761904
11913b5lh4.example.com,13:00,4.493448275862069
17s00f3p1p.example.com,13:00,1.0919354838709678
180ot7qkoc.example.com,13:00,1.827391304347826
1cyu1x57x7.example.com,13:00,0.3566666666666667
1e37wa805w.example.com,13:00,0.5147058823529411
1kzpunn1iw.example.com,13:00,8.156595744680851
21553426o4.example.com,13:00,0.0945
26n7558qem.example.com,13:00,3.1853846153846157
296bk78m3s.example.com,13:00,1.0273076923076925
2m09289h13.example.com,13:00,3.984117647058824
2tt7bdzt93.example.com,13:00,0.3915789473684211
384p7s4pgj.example.com,13:00,1.0096153846153846
3gca88v992.example.com,13:00,1.4542857142857142
3r944jyjcy.example.com,13:00,0.4375
3z7k2m99hy.example.com,13:00,0.8452631578947368
42nyi92dps.example.com,13:00,1.0505
430nca3g58.example.com,13:00,3.429333333333333
45x6ba5r58.example.com,13:00,3.262926829268293
491170l4j9.example.com,13:00,0.7916129032258065
4e7fi07563.example.com,13:00,0.5499999999999999
4p9xf6q09j.example.com,13:00,0.5719047619047619
544i565h38.example.com,13:00,1.160909090909091
54u39f46w4.example.com,13:00,0.8218518518518519
56x0n7pu1o.example.com,13:00,3.875357142857143
5azmx09198.example.com,13:00,3.7646875
5j4leg39i6.example.com,13:00,0.85
5qt5vq4lhk.example.com,13:00,1.111923076923077
60akv51096.example.com,13:00,1.495862068965517
62xmdp9avb.example.com,13:00,0.3775
64ph48xgi4.example.com,13:00,0.5747619047619048
6627ch84u1.example.com,13:00,1.001904761904762
6649n13ytp.example.com,13:00,3.032142857142857
6791f1cdq2.example.com,13:00,4.132068965517242
67ets55ob3.example.com,13:00,1.334516129032258
686573048k.example.com,13:00,4.732258064516128
68wa53c1nt.example.com,13:00,0.6605128205128206
6k2bmnydm5.example.com,13:00,0.6720833333333333
6wz6ovdd53.example.com,13:00,1.1627272727272726
706683w064.example.com,13:00,0.6314583333333333
74582f16q2.example.com,13:00,0.15
75344p5z10.example.com,13:00,0.3166666666666666
7s8k0s638r.example.com,13:00,0.0553333333333333
7u3l8hftr3.example.com,13:00,0.4954545454545455
81g4g1hv0z.example.com,13:00,1.208918918918919
87c5erai8d.example.com,13:00,2.0925531914893614
8k83n86v9q.example.com,13:00,1.1657142857142857
8tu3qbcsg8.example.com,13:00,1.2148
8vs4mo3oua.example.com,13:00,1.2233333333333332
91fvy62m26.example.com,13:00,0.52425
95mtvvas0b.example.com,13:00,5.66842105263158
97ekboq789.example.com,13:00,5.454848484848484
9p27d1k01y.example.com,13:00,0.5675
ai4xs9tt54.example.com,13:00,5.937142857142857
b2g1e47781.example.com,13:00,0.648139534883721
