host,_time,CPU_95th_Perc
0a1a9r17f6.example.com,11:00,3.077142857142857
0ot491ub6o.example.com,11:00,0.7966666666666666
0tjy50o2hn.example.com,11:00,0.7913636363636364
11913b5lh4.example.com,11:00,0.9892307692307692
17s00f3p1p.example.com,11:00,0.2303703703703703
180ot7qkoc.example.com,11:00,0.8663157894736843
1cyu1x57x7.example.com,11:00,1.092857142857143
1e37wa805w.example.com,11:00,0.4883333333333334
1kzpunn1iw.example.com,11:00,8.961458333333333
21553426o4.example.com,11:00,0.0626315789473684
26n7558qem.example.com,11:00,0.4255555555555555
296bk78m3s.example.com,11:00,1.074
2m09289h13.example.com,11:00,3.6166666666666663
2tt7bdzt93.example.com,11:00,0.5705263157894737
384p7s4pgj.example.com,11:00,2.6915789473684213
3gca88v992.example.com,11:00,1.957142857142857
3r944jyjcy.example.com,11:00,0.1468421052631578
3z7k2m99hy.example.com,11:00,1.1521428571428571
42nyi92dps.example.com,11:00,1.26
430nca3g58.example.com,11:00,1.562962962962963
45x6ba5r58.example.com,11:00,1.1571111111111112
491170l4j9.example.com,11:00,0.8741379310344827
4e7fi07563.example.com,11:00,0.2966666666666667
4p9xf6q09j.example.com,11:00,0.0659090909090909
544i565h38.example.com,11:00,0.451
54u39f46w4.example.com,11:00,0.9759090909090912
56x0n7pu1o.example.com,11:00,0.9731578947368422
5azmx09198.example.com,11:00,0.4039130434782609
5j4leg39i6.example.com,11:00,5.3442105263157895
5qt5vq4lhk.example.com,11:00,0.5404545454545455
60akv51096.example.com,11:00,2.078135593220339
62xmdp9avb.example.com,11:00,0.56
64ph48xgi4.example.com,11:00,8.7175
6627ch84u1.example.com,11:00,1.0935087719298244
6649n13ytp.example.com,11:00,0.5878260869565217
6791f1cdq2.example.com,11:00,1.862692307692308
67ets55ob3.example.com,11:00,1.4726923076923075
686573048k.example.com,11:00,1.1584
68wa53c1nt.example.com,11:00,0.3411428571428572
6k2bmnydm5.example.com,11:00,2.561
6wz6ovdd53.example.com,11:00,0.4791304347826087
706683w064.example.com,11:00,0.4393023255813953
74582f16q2.example.com,11:00,0.4164285714285714
75344p5z10.example.com,11:00,0.2433333333333333
7s8k0s638r.example.com,11:00,0.0653846153846153
7u3l8hftr3.example.com,11:00,0.8241176470588235
81g4g1hv0z.example.com,11:00,1.2873529411764706
87c5erai8d.example.com,11:00,0.7777083333333333
8k83n86v9q.example.com,11:00,1.4428571428571428
8tu3qbcsg8.example.com,11:00,0.1133333333333333
8vs4mo3oua.example.com,11:00,0.322962962962963
91fvy62m26.example.com,11:00,1.510212765957447
95mtvvas0b.example.com,11:00,0.6495238095238095
97ekboq789.example.com,11:00,0.5070833333333333
9p27d1k01y.example.com,11:00,0.3522727272727273
ai4xs9tt54.example.com,11:00,5.5072340425531925
